14.65 0.072
15.96 0.048
17.90 0.078
19.06 0.088
22.27 0.145
23.64 0.001
24.12 0.123
25.44 0.010
25.64 0.100
28.10 0.010
31.14 0.407
32.50 0.366
33.74 0.158
34.80 0.102
36.29 0.264
36.40 0.043
38.75 0.023
40.98 0.012
46.48 0.026
46.99 0.072
55.99 0.030
56.30 0.001
60.84 0.275
61.88 0.071
64.80 0.036
65.61 0.030
68.35 0.097
71.25 0.128
73.87 0.159
77.41 0.477
77.55 0.006
80.67 0.124
82.95 0.002
86.02 0.009
87.02 0.311
88.12 0.065
90.98 0.182
93.91 0.131
94.23 0.195
96.85 0.011
100.24 0.070
103.18 0.024
104.55 0.002
104.64 0.013
107.44 0.121
109.07 0.001
110.50 0.057
114.49 0.005
115.30 0.139
116.81 0.075
117.90 0.104
118.18 0.079
120.18 0.050
120.45 0.021
121.73 0.002
124.75 0.043
126.68 0.019
128.53 0.116
131.53 0.244
131.95 0.293
134.57 0.004
134.98 0.015
137.66 0.068
141.01 0.118
143.18 0.088
143.72 0.023
149.58 0.048
151.88 0.181
154.58 0.017
154.60 0.001
155.85 0.022
160.25 0.051
166.71 0.170
168.86 0.342
172.45 0.364
173.77 0.284
177.46 0.025
177.81 0.071
178.44 0.065
180.39 0.022
181.15 0.041
183.12 0.095
183.36 0.042
184.27 0.087
187.30 0.004
187.57 0.035
191.16 0.014
191.90 0.088
192.63 0.096
194.48 0.035
194.99 0.109
195.53 0.158
196.60 0.026
196.69 0.027
199.34 0.030
199.69 0.116
200.28 0.098
203.58 0.024
203.73 0.083
204.67 0.003
205.02 0.003
206.58 0.013
208.85 0.044
209.76 0.015
212.39 0.127
216.63 0.024
219.33 0.206
222.46 0.072
226.34 0.018
226.78 0.310
228.53 0.029
231.31 0.076
233.93 0.077
234.71 0.190
237.67 0.131
237.92 0.011
241.96 0.087
248.18 0.034
251.53 0.020
253.82 0.126
254.24 0.191
254.79 0.138
256.03 0.006
256.31 0.159
257.00 0.043
261.75 0.049
263.30 0.126
267.35 0.076
269.04 0.067
269.82 0.002
271.56 0.006
