14.58 0.00 0.00 0.00 0.00 0.00 0.00 0.00
14.65 0.00 0.00 0.00 0.00 0.00 0.00 0.00
15.91 0.00 0.00 0.00 0.00 0.00 0.00 0.00
15.96 0.00 0.00 0.00 0.00 0.00 0.00 0.00
17.82 0.00 0.00 0.00 0.00 0.00 0.00 0.00
17.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00
18.97 0.00 0.00 0.00 0.00 0.00 0.00 0.00
19.06 0.00 0.00 0.00 0.00 0.00 0.00 0.00
22.12 0.00 0.00 0.00 0.00 0.00 0.00 0.00
22.27 0.00 0.00 0.00 0.00 0.00 0.00 0.00
23.64 0.00 0.00 0.00 0.00 0.00 0.00 0.00
23.64 0.00 0.00 0.00 0.00 0.00 0.00 0.00
24.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
24.12 0.00 0.00 0.00 0.00 0.00 0.00 0.00
25.43 0.00 0.00 0.00 0.00 0.00 0.00 0.00
25.44 0.00 0.00 0.00 0.00 0.00 0.00 0.00
25.55 0.00 0.00 0.00 0.00 0.00 0.00 0.00
25.64 0.00 0.00 0.00 0.00 0.00 0.00 0.00
28.09 0.00 0.00 0.00 0.00 0.00 0.00 0.00
28.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00
30.73 0.00 0.00 0.00 0.00 0.00 0.00 0.00
31.14 0.00 0.00 0.00 0.00 0.00 0.00 0.00
32.13 0.00 0.00 0.00 0.00 0.00 0.00 0.00
32.50 0.00 0.00 0.00 0.00 0.00 0.00 0.00
33.58 0.00 0.00 0.00 0.00 0.00 0.00 0.00
33.74 0.00 0.00 0.00 0.00 0.00 0.00 0.00
34.70 0.00 0.00 0.00 0.00 0.00 0.00 0.00
34.80 0.00 0.00 0.00 0.00 0.00 0.00 0.00
36.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00
36.29 0.00 0.00 0.00 0.00 0.00 0.00 0.00
36.36 0.00 0.00 0.00 0.00 0.00 0.00 0.00
36.40 11.76 0.00 0.00 0.00 0.00 0.00 0.00
38.73 11.11 0.00 0.00 0.00 0.00 0.00 0.00
38.75 11.11 0.00 0.00 0.00 0.00 0.00 0.00
40.97 10.53 0.00 0.00 0.00 0.00 0.00 0.00
40.98 10.53 0.00 0.00 0.00 0.00 0.00 0.00
41.17 10.53 0.00 0.00 0.00 0.00 0.00 0.00
41.27 10.53 0.00 0.00 0.00 0.00 0.00 0.00
46.45 10.00 0.00 0.00 0.00 0.00 0.00 0.00
46.48 10.00 0.00 0.00 0.00 0.00 0.00 0.00
46.92 9.52 0.00 0.00 0.00 0.00 0.00 0.00
46.99 9.52 0.00 0.00 0.00 0.00 0.00 0.00
55.96 9.09 0.00 0.00 0.00 0.00 0.00 0.00
55.99 9.09 0.00 0.00 0.00 0.00 0.00 0.00
56.30 8.70 0.00 0.00 0.00 0.00 0.00 0.00
56.30 8.70 0.00 0.00 0.00 0.00 0.00 0.00
57.77 8.70 0.00 0.00 0.00 0.00 0.00 0.00
57.92 8.70 0.00 0.00 0.00 0.00 0.00 0.00
60.56 8.33 0.00 0.00 0.00 0.00 0.00 0.00
60.84 8.33 0.00 0.00 0.00 0.00 0.00 0.00
61.81 8.00 0.00 0.00 0.00 0.00 0.00 0.00
61.88 15.38 0.00 0.00 0.00 0.00 0.00 0.00
61.94 15.38 0.00 0.00 0.00 0.00 0.00 0.00
61.95 15.38 0.00 0.00 0.00 0.00 0.00 0.00
64.76 14.81 0.00 0.00 0.00 0.00 0.00 0.00
64.80 14.81 0.00 0.00 0.00 0.00 0.00 0.00
65.58 14.29 0.00 0.00 0.00 0.00 0.00 0.00
65.61 14.29 0.00 0.00 0.00 0.00 0.00 0.00
66.16 14.29 0.00 0.00 0.00 0.00 0.00 0.00
66.23 14.29 0.00 0.00 0.00 0.00 0.00 0.00
68.26 13.79 0.00 0.00 0.00 0.00 0.00 0.00
68.35 13.79 0.00 0.00 0.00 0.00 0.00 0.00
71.12 13.33 0.00 0.00 0.00 0.00 0.00 0.00
71.25 13.33 0.00 0.00 0.00 0.00 0.00 0.00
73.71 12.90 0.00 0.00 0.00 0.00 0.00 0.00
73.87 12.90 0.00 0.00 0.00 0.00 0.00 0.00
76.93 12.50 0.00 0.00 0.00 0.00 0.00 0.00
77.41 12.50 0.00 0.00 0.00 0.00 0.00 0.00
77.55 12.12 0.00 0.00 0.00 0.00 0.00 0.00
77.55 12.12 0.00 0.00 0.00 0.00 0.00 0.00
80.55 11.76 0.00 0.00 0.00 0.00 0.00 0.00
80.67 11.76 0.00 0.00 0.00 0.00 0.00 0.00
82.94 11.43 0.00 0.00 0.00 0.00 0.00 0.00
82.95 11.43 0.00 0.00 0.00 0.00 0.00 0.00
86.01 11.11 0.00 0.00 0.00 0.00 0.00 0.00
86.02 11.11 0.00 0.00 0.00 0.00 0.00 0.00
86.71 10.81 0.00 0.00 0.00 0.00 0.00 0.00
87.02 10.81 0.00 0.00 0.00 0.00 0.00 0.00
88.06 10.53 0.00 0.00 0.00 0.00 0.00 0.00
88.12 10.53 0.00 0.00 0.00 0.00 0.00 0.00
90.80 10.26 0.00 0.00 0.00 0.00 0.00 0.00
90.98 10.26 0.00 0.00 0.00 0.00 0.00 0.00
93.77 10.00 0.00 0.00 0.00 0.00 0.00 0.00
93.91 10.00 0.00 0.00 0.00 0.00 0.00 0.00
94.04 9.76 0.00 0.00 0.00 0.00 0.00 0.00
94.23 14.29 0.00 0.00 0.00 0.00 0.00 0.00
94.27 14.29 0.00 0.00 0.00 0.00 0.00 0.00
94.37 14.29 0.00 0.00 0.00 0.00 0.00 0.00
96.84 13.95 0.00 0.00 0.00 0.00 0.00 0.00
96.85 13.95 0.00 0.00 0.00 0.00 0.00 0.00
100.17 13.64 0.00 0.00 0.00 0.00 0.00 0.00
100.24 13.64 0.00 0.00 0.00 0.00 0.00 0.00
102.85 13.64 0.00 0.00 0.00 0.00 0.00 0.00
102.99 13.64 0.00 0.00 0.00 0.00 0.00 0.00
103.15 13.33 0.00 0.00 0.00 0.00 0.00 0.00
103.18 13.33 0.00 0.00 0.00 0.00 0.00 0.00
104.55 13.04 0.00 0.00 0.00 0.00 0.00 0.00
104.55 13.04 0.00 0.00 0.00 0.00 0.00 0.00
104.63 12.77 0.00 0.00 0.00 0.00 0.00 0.00
104.64 12.77 0.00 0.00 0.00 0.00 0.00 0.00
107.32 12.50 0.00 0.00 0.00 0.00 0.00 0.00
107.44 12.50 0.00 0.00 0.00 0.00 0.00 0.00
109.07 12.24 0.00 0.00 0.00 0.00 0.00 0.00
109.07 12.24 0.00 0.00 0.00 0.00 0.00 0.00
110.44 12.00 0.00 0.00 0.00 0.00 0.00 0.00
110.50 12.00 0.00 0.00 0.00 0.00 0.00 0.00
114.48 11.76 0.00 0.00 0.00 0.00 0.00 0.00
114.49 11.76 0.00 0.00 0.00 0.00 0.00 0.00
115.16 11.54 0.00 0.00 0.00 0.00 0.00 0.00
115.30 11.54 0.00 0.00 0.00 0.00 0.00 0.00
116.74 11.32 0.00 0.00 0.00 0.00 0.00 0.00
116.81 11.32 0.00 0.00 0.00 0.00 0.00 0.00
117.79 11.11 0.00 0.00 0.00 0.00 0.00 0.00
117.90 11.11 0.00 0.00 0.00 0.00 0.00 0.00
118.10 10.91 0.00 0.00 0.00 0.00 0.00 0.00
118.18 10.91 0.00 0.00 0.00 0.00 0.00 0.00
120.13 10.71 0.00 0.00 0.00 0.00 0.00 0.00
120.18 10.71 0.00 0.00 0.00 0.00 0.00 0.00
120.43 10.53 0.00 0.00 0.00 0.00 0.00 0.00
120.45 10.53 0.00 0.00 0.00 0.00 0.00 0.00
121.73 10.34 0.00 0.00 0.00 0.00 0.00 0.00
121.73 10.34 0.00 0.00 0.00 0.00 0.00 0.00
124.70 10.17 0.00 0.00 0.00 0.00 0.00 0.00
124.75 10.17 0.00 0.00 0.00 0.00 0.00 0.00
126.66 10.00 0.00 0.00 0.00 0.00 0.00 0.00
126.68 10.00 0.00 0.00 0.00 0.00 0.00 0.00
128.42 9.84 0.00 0.00 0.00 0.00 0.00 0.00
128.53 9.84 0.00 0.00 0.00 0.00 0.00 0.00
131.29 9.68 0.00 0.00 0.00 0.00 0.00 0.00
131.53 9.68 0.00 0.00 0.00 0.00 0.00 0.00
131.66 9.52 0.00 0.00 0.00 0.00 0.00 0.00
131.95 9.52 0.00 0.00 0.00 0.00 0.00 0.00
134.57 9.38 0.00 0.00 0.00 0.00 0.00 0.00
134.57 9.38 0.00 0.00 0.00 0.00 0.00 0.00
134.97 9.23 0.00 0.00 0.00 0.00 0.00 0.00
134.98 9.23 0.00 0.00 0.00 0.00 0.00 0.00
137.59 9.09 0.00 0.00 0.00 0.00 0.00 0.00
137.66 9.09 0.00 0.00 0.00 0.00 0.00 0.00
140.89 8.96 0.00 0.00 0.00 0.00 0.00 0.00
141.01 8.96 0.00 0.00 0.00 0.00 0.00 0.00
143.10 8.82 0.00 0.00 0.00 0.00 0.00 0.00
143.18 8.82 0.00 0.00 0.00 0.00 0.00 0.00
143.70 8.70 0.00 0.00 0.00 0.00 0.00 0.00
143.72 8.70 0.00 0.00 0.00 0.00 0.00 0.00
149.53 8.57 0.00 0.00 0.00 0.00 0.00 0.00
149.58 8.57 0.00 0.00 0.00 0.00 0.00 0.00
151.70 8.45 0.00 0.00 0.00 0.00 0.00 0.00
151.88 8.45 0.00 0.00 0.00 0.00 0.00 0.00
154.56 8.33 0.00 0.00 0.00 0.00 0.00 0.00
154.58 8.33 0.00 0.00 0.00 0.00 0.00 0.00
154.60 8.22 0.00 0.00 0.00 0.00 0.00 0.00
154.60 8.22 0.00 0.00 0.00 0.00 0.00 0.00
155.83 8.11 0.00 0.00 0.00 0.00 0.00 0.00
155.85 8.11 0.00 0.00 0.00 0.00 0.00 0.00
160.20 8.00 0.00 0.00 0.00 0.00 0.00 0.00
160.25 8.00 0.00 0.00 0.00 0.00 0.00 0.00
166.54 7.89 0.00 0.00 0.00 0.00 0.00 0.00
166.71 7.89 0.00 0.00 0.00 0.00 0.00 0.00
168.52 7.79 0.00 0.00 0.00 0.00 0.00 0.00
168.86 7.79 0.00 0.00 0.00 0.00 0.00 0.00
172.08 7.69 0.00 0.00 0.00 0.00 0.00 0.00
172.45 7.69 0.00 0.00 0.00 0.00 0.00 0.00
173.49 7.59 0.00 0.00 0.00 0.00 0.00 0.00
173.77 7.59 0.00 0.00 0.00 0.00 0.00 0.00
177.43 7.50 0.00 0.00 0.00 0.00 0.00 0.00
177.46 7.50 0.00 0.00 0.00 0.00 0.00 0.00
177.74 7.41 0.00 0.00 0.00 0.00 0.00 0.00
177.81 7.41 0.00 0.00 0.00 0.00 0.00 0.00
178.38 7.32 0.00 0.00 0.00 0.00 0.00 0.00
178.44 7.32 0.00 0.00 0.00 0.00 0.00 0.00
180.37 7.23 0.00 0.00 0.00 0.00 0.00 0.00
180.39 7.23 0.00 0.00 0.00 0.00 0.00 0.00
181.11 7.14 0.00 0.00 0.00 0.00 0.00 0.00
181.15 7.14 0.00 0.00 0.00 0.00 0.00 0.00
183.02 7.06 0.00 0.00 0.00 0.00 0.00 0.00
183.12 7.06 0.00 0.00 0.00 0.00 0.00 0.00
183.32 6.98 0.00 0.00 0.00 0.00 0.00 0.00
183.36 6.98 0.00 0.00 0.00 0.00 0.00 0.00
184.18 6.90 0.00 0.00 0.00 0.00 0.00 0.00
184.27 6.90 0.00 0.00 0.00 0.00 0.00 0.00
187.30 6.82 0.00 0.00 0.00 0.00 0.00 0.00
187.30 6.82 0.00 0.00 0.00 0.00 0.00 0.00
187.54 6.74 0.00 0.00 0.00 0.00 0.00 0.00
187.57 6.74 0.00 0.00 0.00 0.00 0.00 0.00
191.14 6.67 0.00 0.00 0.00 0.00 0.00 0.00
191.16 6.67 0.00 0.00 0.00 0.00 0.00 0.00
191.81 6.59 0.00 0.00 0.00 0.00 0.00 0.00
191.90 6.59 0.00 0.00 0.00 0.00 0.00 0.00
192.53 6.52 0.00 0.00 0.00 0.00 0.00 0.00
